Ich soll von Julia grüssen.;Jag ska hälsa från Julia.;Jag ska hälsa på Julia.;false;2/4/2017 22:57:2
zu heissen;att heta;att heta;true;2/4/2017 22:57:18
nach links;till vänster;till vängster;false;3/4/2017 15:51:25
ein Hotel;ett hotell;et hotell;false;3/4/2017 15:51:31
zu bestellen;att beställa;att beställa;true;3/4/2017 15:51:44
nach links;till vänster;till vänster;true;3/4/2017 15:51:51
das;det;det;true;3/4/2017 15:51:56
Ich bin nicht deutsch.;Jag är inte tyska.;Jag är into tysk.;false;3/4/2017 16:3:14
Ich bin nicht deutsch.;Jag är inte tyska.;Jag är inte tyska.;true;3/4/2017 16:3:48
Er hat keine Freundin.;Han har ingen flickvän.;Han ha inte flickvän.;false;3/4/2017 16:4:24
Er hat keine Freundin.;Han har ingen flickvän.;Han har ingen flickvän-;false;3/4/2017 16:4:41
vor;framför;;false;3/4/2017 16:4:51
noch;kvar;;false;3/4/2017 16:4:58
Hast du Kinder?;Har du barn?;Har du barn?;true;3/4/2017 16:5:5
Wo wohnt ihr?;Var bor ni?;Var bor ni?;true;3/4/2017 16:5:20
sieben;sju;sju;true;3/4/2017 16:5:23
Iss nicht den Apfel dort!;Ät inte det där äpplet!;Är inte den där äpple!;false;3/4/2017 16:5:41
Wo ist das Auto?;Var är bilen?;Var är den bil?;false;3/4/2017 16:6:6
Er hat keine Freundin.;Han har ingen flickvän.;Han har ingen flickvän.;true;3/4/2017 16:6:31
Wie geht es dir?;Hur mår du?;Hur mår dur?;false;3/4/2017 16:6:42
zu nehmen;att ta;att ta;true;3/4/2017 16:6:48
Sie ist aus Wien.;Hon är från Wien.;Hon är från Wien.;true;3/4/2017 16:6:58
ich soll;jag ska;jag ska;true;3/4/2017 16:7:9
Wo ist das Auto?;Var är bilen?;Var är bilen?;true;3/4/2017 16:7:17
Ich komme aus Zürich.;Jag kommer från Zurich.;Jag kommer från Zurich.;true;3/4/2017 16:7:26
deine Eltern;dina föräldrar;dina föräldrar;true;3/4/2017 16:7:35
Das versteh ich nicht.;Det förstår jag inte.;Det förstår jag inte.;true;3/4/2017 16:7:45
vor;framför;framfår;false;3/4/2017 16:7:57
noch;kvar;kvar;true;3/4/2017 16:8:1
Nach rechts?;Till höger?;Till höger?;true;3/4/2017 16:8:7
nach;efter;till;false;3/4/2017 16:8:14
Neffe (schwesterlicherseits);systerson;systerson;true;3/4/2017 16:8:29
Das Auto hier ist meines.;Den här bilen är min.;Det här bilen är min.;false;3/4/2017 16:8:57
Das Ärztehaus liegt links nach der Kreuzung.;Vårdcentralen ligger till vänster efter korsningen.;;false;3/4/2017 16:10:57
Wo liegt das Museum?;Var ligger museet?;Var ligger museet?;true;3/4/2017 16:11:10
ein Hotel;ett hotell;ett hotell;true;3/4/2017 16:11:14
vor;framför;framför;true;3/4/2017 16:11:21
Sie ist aus Wien.;Hon är från Wien.;Hon är från Wien.;true;3/4/2017 16:11:33
Stimmt das?;Stämmer det?;Stimmer det?;false;3/4/2017 16:11:42
auch;också;också;true;3/4/2017 16:11:52
neun;nio;nio;true;3/4/2017 16:11:55
zu fahren;att åka;att åka;true;3/4/2017 16:12:9
zu bestellen;att beställa;att beställa;true;3/4/2017 16:12:19
ein Flughafen;en flygplats;en flygplats;true;3/4/2017 16:12:26
Nach rechts?;Till höger?;Till höger?;true;3/4/2017 16:12:34
Das ist meine Oma (väterlicherseits).;Det här är min farmor.;Det är min farmor.;false;3/4/2017 21:32:17
Das ist meine Oma (väterlicherseits).;Det här är min farmor.;Det här är min farmor.;true;3/4/2017 21:32:31
zu grüssen;att hälsa;att häfta;false;3/4/2017 21:32:39
Sie sind aus Malmö.;De är från Malmö.;Ni är från Malmö.;false;3/4/2017 21:33:1
zu grüssen;att hälsa;att hälsa;true;3/4/2017 21:33:14
Sie sind aus Malmö.;De är från Malmö.;De är från Malmö.;true;3/4/2017 21:33:28
Elin soll Anton vor dem Kino treffen.;Elin ska träffa Anton framför bion.;Elin ska träffa Anton framför biod.;false;3/4/2017 21:34:11
Prost!;Skål!;Skål!;true;3/4/2017 21:34:22
Grosseltern (väterlicherseits);farföräldrar;farföräldrar;true;3/4/2017 21:34:43
Dann machen wir das.;Då gör vi det.;;false;3/4/2017 21:34:54
Bus 2 geht von Hamngatan.;Buss 2 går från Hamngatan.;Buss 2 gå från Hamngatan.;false;3/4/2017 21:35:24
Bus 2 geht von Hamngatan.;Buss 2 går från Hamngatan.;Buss 2 går från Hamngatan.;true;3/4/2017 21:35:40
zurück;tillbaka;;false;3/4/2017 21:35:53
Und zu drinken?;Och att dricka?;Och att dricka?;true;3/4/2017 21:36:8
ein Museum;ett museet;ett museet;true;3/4/2017 21:36:16
ein Flughafen;en flygplats;en flygplats;true;3/4/2017 21:36:23
Das ist mein Sohn.;Det är min son.;Det är min son.;true;3/4/2017 21:36:56
Wer ist das dort?;Vem är det där?;Var är det där?;false;3/4/2017 21:37:8
Wer ist das dort?;Vem är det där?;Vem är det der?;false;3/4/2017 21:37:19
Dann machen wir das.;Då gör vi det.;Då gör vi det.;true;3/4/2017 21:37:40
Wer ist das dort?;Vem är det där?;Vem är det där?;true;3/4/2017 21:37:51
zurück;tillbaka;tillbaka;true;3/4/2017 21:37:56
Elin soll Anton vor dem Kino treffen.;Elin ska träffa Anton framför bion.;Elin ska träffa Anton framför biden.;false;3/4/2017 21:38:21
ich pflege;jag brukar;jag brukar;true;3/4/2017 21:38:29
Elin soll Anton vor dem Kino treffen.;Elin ska träffa Anton framför bion.;Elin ska träffa Anton framför bion.;true;3/4/2017 21:38:39
shoppen zu gehen;att gå och shoppa;att gå shoppa;false;3/4/2017 21:38:48
Ja, ich habe Zeit.;Ja, jag har tid.;Ja, jag har tid.;true;3/4/2017 21:39:5
Ich nehme gerne eine Tasse Kaffee.;Jag tar gärna en kopp kaffee.;Jag tar gärna en kopp kaffee.;true;3/4/2017 21:39:20
Er wird arbeiten.;Han ska arbeta.;Han ska arbeta.;true;3/4/2017 21:39:43
zu besuchen;att besöka;att hälfa;false;3/4/2017 21:39:56
noch;kvar;;false;3/4/2017 21:42:18
Jetzt versteh ich.;Nu förstår jag.;Nu förstår jag.;true;3/4/2017 21:42:35
zurück;tillbaka;kvar;false;3/4/2017 21:42:38
noch;kvar;kvar;true;3/4/2017 21:42:41
zu leben;att leva;att leva;true;3/4/2017 21:42:49
zurück;tillbaka;tillbaka;true;3/4/2017 21:42:56
Tante (mütterlicherseits);moster;morsyster;false;3/4/2017 21:43:17
nach rechts;till höger;till höger;true;3/4/2017 21:43:28
Tante (mütterlicherseits);moster;moster;true;3/4/2017 21:43:32
Wie schade!;Vad synd!;;false;3/4/2017 21:43:37
Nein, aber es gibt ein Ärztehaus.;Nej, men det finns en vårdcentral.;Nej, också finns det en vårdcentral.;false;3/4/2017 21:44:0
Nein, aber es gibt ein Ärztehaus.;Nej, men det finns en vårdcentral.;Nej, men det finns en vårdcentral.;true;3/4/2017 21:44:28
ein Apfel;ett äpple;ett äpple;true;3/4/2017 21:44:39
Wie schade!;Vad synd!;;false;3/4/2017 21:44:44
ohne;utan;utan;true;3/4/2017 21:44:51
Wie schade!;Vad synd!;Vad synd!;true;3/4/2017 21:44:58
Was sprecht ihr für Sprachen?;Vad talar ni för språk?;Vad talar ni för språk?;true;3/4/2017 21:45:15
Geh geradeaus.;Gå rakt fram.;Ga rakt fram.;false;4/4/2017 14:15:55
Geh geradeaus.;Gå rakt fram.;Gå råkt fram.;false;4/4/2017 14:16:15
zwei;två;tre;false;4/4/2017 14:16:57
ein Haus;ett hus;en hus;false;4/4/2017 14:17:39
zu sein;att vara;att ara;false;4/4/2017 15:0:6
zu sein;att vara;att vaera;false;4/4/2017 15:0:23
Sonntag;söndag;soensdag;false;4/4/2017 15:0:58
Sonntag;söndag;söndag;true;4/4/2017 15:2:2
im Zentrum;i centrum;på centrum;false;4/4/2017 15:2:18
drei;tre;tre;true;4/4/2017 15:2:33
du;du;du;true;4/4/2017 15:2:39
im Zentrum;i centrum;i centrum;true;4/4/2017 15:2:44
Nein, leider nicht.;Nej, tyvärr inte.;Nej, sss.;false;4/4/2017 15:3:1
in der Nähe;i närheten;in närheten;false;4/4/2017 15:32:1
in der Nähe;i närheten;i närheten;true;4/4/2017 15:32:12
Nein, leider nicht.;Nej, tyvärr inte.;;false;4/4/2017 15:32:28
Nein, leider nicht.;Nej, tyvärr inte.;Nej, tyvärr inte.;true;4/4/2017 15:32:40
mein Freund (Partner);mina pojkvän;min dsf;false;4/4/2017 15:35:10
mein Freund (Partner);mina pojkvän;mina pojkvän;true;4/4/2017 15:35:25
es;den;det;false;4/4/2017 18:20:24
ein Zug;ett tåg;ett tåg;true;4/4/2017 18:22:24
ein Bruder;en bror;en bror;true;4/4/2017 18:22:33
Bist du verheiratet?;Är du gift?;Är du gift?;true;4/4/2017 18:22:46
Das ist mein Fernseher.;Det är min TV.;Det där är mitt TV.;false;4/4/2017 18:23:6
Das ist mein Fernseher.;Det är min TV.;Det är min TV.;true;4/4/2017 18:23:23
eine Zimtschnecke;en kanelbulle;en kanelbulle;true;4/4/2017 18:23:32
Ich will shoppen gehen.;Jag vill gå och shoppa.;Jag will gå shoppa.;false;4/4/2017 18:31:37
Ich will shoppen gehen.;Jag vill gå och shoppa.;Jag vill gå shoppa.;false;4/4/2017 18:31:47
Has du Geschwister?;Har du syskon?;Har du;false;4/4/2017 18:37:24
ein Kind;ett barn;ett barn;true;4/4/2017 18:37:34
zu machen;att göra;;false;4/4/2017 18:38:22
ein Enkelkind;ett barnbarn;ett barnbarn;true;4/4/2017 18:38:33
Ja, das gibt es.;Ja, det finns det.;Ja, det finns där.;false;4/4/2017 18:38:48
Ja, das gibt es.;Ja, det finns det.;Ja, det finns det.;true;4/4/2017 18:39:1
zu machen;att göra;att göra;true;4/4/2017 18:39:28
Seine Frau heisst Anna.;Hans fru heter Anna.;Hans fru heter Anna.;true;4/4/2017 18:39:40
Grosseltern (mütterlicherseits);morföräldrar;mor föräldrar;false;4/4/2017 18:55:50
Grosseltern (mütterlicherseits);morföräldrar;morföräldrar;true;4/4/2017 18:56:1
Ja, das bin ich.;Ja, det är jag.;Ja, det är jag.;true;4/4/2017 18:56:21
Da kannst du Hilfe bekommen.;Där kan du få hjälp.;;false;4/4/2017 18:57:46
ein Foto;ett foto;ett foto;true;4/4/2017 18:57:55
Da kannst du Hilfe bekommen.;Där kan du få hjälp.;Da kan du få hjälp.;false;4/4/2017 18:58:14
Da kannst du Hilfe bekommen.;Där kan du få hjälp.;Där kan du få jhälp.;false;4/4/2017 18:58:34
Da ist der Kellner.;Där är servitören.;Det är servitören.;false;4/4/2017 18:58:53
Ist dieser Freund dort nett?;Är den där kompisen trevlig?;Är det där kompis trevligt?;false;4/4/2017 18:59:28
Da ist der Kellner.;Där är servitören.;Där är servitören.;true;4/4/2017 18:59:48
Da kannst du Hilfe bekommen.;Där kan du få hjälp.;;false;4/4/2017 19:0:2
Mein Opa (väterlicherseits) lebt nicht mehr.;Min farfar lever inte mer.;Min farfar levt inte.;false;4/4/2017 19:0:40
Ist dieser Freund dort nett?;Är den där kompisen trevlig?;Är den där kompisen trevlig?;true;4/4/2017 19:1:0
Wie heisst sie?;Vad heter hon?;Vad heter hon?;true;4/4/2017 19:1:15
dann;sedan;den;false;4/4/2017 19:50:23
dann;sedan;sedan;true;4/4/2017 19:50:31
Verzeihung, gibt es ein Krankhaus im Zentrum?;Ursäkta, finns det ett sjukhus i centrum?;Ursäkt, finns det en sjukhus i centren?;false;4/4/2017 19:52:2
Verzeihung, gibt es ein Krankhaus im Zentrum?;Ursäkta, finns det ett sjukhus i centrum?;Ursäkta, finns det en sjukus i centrum?;false;4/4/2017 19:52:27
Verzeihung, gibt es ein Krankhaus im Zentrum?;Ursäkta, finns det ett sjukhus i centrum?;Ursäkta, finns det ett sjukhus i centrum?;true;4/4/2017 19:53:20
Wer ist der Mann links?;Vem är mannen till vänster?;Vär är mannen till vänster?;false;4/4/2017 19:53:56
Wer ist der Mann links?;Vem är mannen till vänster?;Vem är mannen till vänster?;true;4/4/2017 19:54:18
Guten Morgen!;God morgon!;God morgon!;true;4/4/2017 19:54:25
achso;jaha;jaha;true;4/4/2017 19:54:30
Verzeihung, gibt es ein Krankhaus im Zentrum?;Ursäkta, finns det ett sjukhus i centrum?;Ursäkta, finns det ett sjukhus i centrum?;true;4/4/2017 19:54:53
Ja, du kannst einen Bus ins zum Restaurant nehmen.;Ja, du kan ta en buss till restaurangen.;Ja, du  ska ta ett buss tå restaurangen.;false;4/4/2017 19:55:36
Ja, du kannst einen Bus ins zum Restaurant nehmen.;Ja, du kan ta en buss till restaurangen.;Ja, tu kan ta en buss tå restaurangen.;false;4/4/2017 19:55:55
Ja, du kannst einen Bus ins zum Restaurant nehmen.;Ja, du kan ta en buss till restaurangen.;Ja, du kan ta en buss tå restaurangen.;false;4/4/2017 19:56:16
Tante (mütterlicherseits);moster;moster;true;4/4/2017 19:56:33
meine Frau;min fru;min fru;true;4/4/2017 19:58:36
Und die Frau rechts?;Och kvinnan till höger?;Och fruen till höger?;false;4/4/2017 19:59:4
zu gehen;att gå;att gå;true;4/4/2017 19:59:24
Und die Frau rechts?;Och kvinnan till höger?;Att kvinnan till höger?;false;4/4/2017 19:59:40
Und die Frau rechts?;Och kvinnan till höger?;Och kvinnan till höger?;true;4/4/2017 19:59:58
Zeit;tid;tid;true;4/4/2017 20:0:7
Kann ich dort sitzen?;Kan jag sitta där?;;false;4/4/2017 20:0:40
Kann ich dort sitzen?;Kan jag sitta där?;Kan jag sitta där?;true;4/4/2017 20:0:52
Willkommen!;Välkommen!;Välkommen!;true;4/4/2017 20:0:59
Ich spreche Schwedisch.;Jag talar svenska.;Jag talar svenska.;true;4/4/2017 20:1:12
ein Krankenhaus;ett sjukhus;ett sjukhus;true;4/4/2017 20:1:22
Ich werde nach Stockholm fahren.;Jag ska äka till Stockholm.;Jag ska reser till Stockholm.;false;4/4/2017 21:56:6
zu empfehlen;att rekommendera;att rekommendera;true;4/4/2017 21:56:25
Ich werde nach Stockholm fahren.;Jag ska äka till Stockholm.;Jag ska äka till Stockholm.;true;4/4/2017 21:56:55
zwei;två;två;true;4/4/2017 21:57:6
vierzehn;fjorton;;false;4/4/2017 21:57:23
vierzehn;fjorton;fjorton;true;4/4/2017 21:57:31
Ich pfege am Tag zu arbeiten.;Jag brukar arbeta på dagen.;Jag bruka arbeta på dagen.;false;4/4/2017 21:57:55
Ich pfege am Tag zu arbeiten.;Jag brukar arbeta på dagen.;Jag brukar arbeta på dagen.;true;4/4/2017 21:58:15
Wie ist deine Telefonnummer?;Vad har du för telefonnummer?;Vad har du för telefonnumer?;false;4/4/2017 21:58:46
Wie ist deine Telefonnummer?;Vad har du för telefonnummer?;Vad har du för telefonnummer?;true;4/4/2017 21:59:5
Das Haus dort ist meines.;Det där huset är mitt.;Det där hus är min.;false;4/4/2017 21:59:23
lieber;hellre;;false;4/4/2017 21:59:38
sein Enkelkind;hans barnbarn;hans barnbarn;true;4/4/2017 21:59:49
siebzehn;sjutton;setton;false;4/4/2017 21:59:59
Das Haus dort ist meines.;Det där huset är mitt.;Det där huset är mitt.;true;4/4/2017 22:0:14
siebzehn;sjutton;sjutton;true;4/4/2017 22:0:21
Montag;måndag;mondag;false;4/4/2017 22:0:26
Montag;måndag;måndag;true;4/4/2017 22:0:33
lieber;hellre;hellre;true;4/4/2017 22:0:37
Robert wohnt am Kullabergsvägen 3.;Robert bor på Kullabergsvägen 3.;Robert bor i Kullabergsvägen 3.;false;4/4/2017 22:1:1
zwölf;tolv;tolv;true;4/4/2017 22:1:12
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Min föräldrar bor till sva.;false;8/4/2017 10:34:20
ein Käse;en ost;;false;8/4/2017 10:34:40
ein Käse;en ost;en ost;true;8/4/2017 10:34:47
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor vid hav.;false;8/4/2017 10:35:4
Reise vom Flughafen Arlanda.;Res från Arlanda flygplats.;Res på Arlanda flygplats.;false;8/4/2017 10:35:31
zu bestellen;att beställa;att beställa;true;8/4/2017 10:35:41
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor på havet.;false;8/4/2017 10:36:3
Reise vom Flughafen Arlanda.;Res från Arlanda flygplats.;Res från Arlanda flygplats.;true;8/4/2017 10:36:20
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor vid havet.;true;8/4/2017 10:36:38
Es ist erst zehn nach zwölf.;Klockan är bara tio över tolv.;Klockan är bara tio över tolv.;true;8/4/2017 10:37:3
Der Ausverkauf startet da.;Rean startar då.;;false;8/4/2017 10:37:18
zu reisen;att resa;att resa;true;8/4/2017 10:37:31
am Abend;på kvällen;;false;8/4/2017 10:37:40
Das ist seine Tochter.;Det är hans dotter.;Det är hans dotter.;true;8/4/2017 10:37:59
Der Ausverkauf startet da.;Rean startar då.;Rean starter då.;false;8/4/2017 10:38:14
Der Ausverkauf startet da.;Rean startar då.;Rean startar då.;true;8/4/2017 10:38:26
Super!;Kanon!;Super!;false;8/4/2017 10:38:36
eine Post;en post;en post;true;8/4/2017 10:38:42
am Abend;på kvällen;på kvällen;true;8/4/2017 10:38:56
Der Ausverkauf startet da.;Rean startar då.;Rean startar då.;true;8/4/2017 10:39:6
Super!;Kanon!;Kanon!;true;8/4/2017 10:39:11
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor till havet.;false;8/4/2017 10:39:30
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor vid havet.;true;8/4/2017 10:39:44
halb;halv;halv;true;8/4/2017 10:39:49
Ich möchte perfekt Schwedisch sprechen.;Jag vill tala perfekt svenska.;Jag vill talar perfekt svenska.;false;8/4/2017 10:40:16
Ich möchte perfekt Schwedisch sprechen.;Jag vill tala perfekt svenska.;Jag vill tala perfekt svenska.;true;8/4/2017 10:40:35
Ich nehme lieber einen Tee.;Jag tar hellre en te.;Jag ta hellre en te.;false;8/4/2017 10:40:47
Ich nehme lieber einen Tee.;Jag tar hellre en te.;Jag tar hellre en te.;true;8/4/2017 10:40:57
Zeit;tid;tid;true;8/4/2017 10:41:3
Es ist viertel nach elf.;Klockan är kvart över elva.;Klockan är kvart över elva.;true;8/4/2017 10:41:20
zwanzig;tjugo;tjugo;true;8/4/2017 10:41:29
acht;åtta;åtta;true;8/4/2017 10:41:36
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor vid havet.;true;8/4/2017 10:41:51
zu leben;att leva;att leva;true;8/4/2017 10:42:0
ein Sommerhaus;ett sommarhus;ett sommerhus;false;8/4/2017 10:42:9
ein Sommerhaus;ett sommarhus;ett sommarhus;true;8/4/2017 10:42:18
Danke für die Hilfe.;Tack för hjälpen.;Tack för hjälpen.;true;8/4/2017 10:42:31
Meine Eltern wohnen am Meer.;Mina föräldrar bor vid havet.;Mina föräldrar bor vid havet.;true;8/4/2017 10:42:45
ein Hotel;ett hotell;ett hotell;true;8/4/2017 10:42:54
Wie spät ist es jetzt?;Vad är klockan nu?;Vad är klockan?;false;8/4/2017 10:43:15
Wie spät ist es jetzt?;Vad är klockan nu?;Vad är klockan nu?;true;8/4/2017 10:43:28
Ich habe um dreizehn Uhr zwanzig Mittagspause.;Jag har lunchpaus tretton och tjugo.;Jag ha lunchpaus tretton och tjugo.;false;8/4/2017 10:44:2
Seine Frau wohnt in seinem Haus.;Hans fru bor i hans hus.;Hans fru bor i hans hus.;true;8/4/2017 10:44:41
Das war lange her.;Det var längesedan.;;false;8/4/2017 10:44:48
Es ist zwanzig vor zwölf.;Klockan är tjugo i tolv.;Klockan är tjugo i tolv.;true;8/4/2017 10:45:8
Ich habe um dreizehn Uhr zwanzig Mittagspause.;Jag har lunchpaus tretton och tjugo.;Jag har lunchpaus tretton och tjugo.;true;8/4/2017 10:45:27
Das war lange her.;Det var längesedan.;Det vär längesedan.;false;8/4/2017 10:45:40
ihr Enkelkind;hennes barnbarn;hennes barnbarn;true;8/4/2017 10:45:58
Das war lange her.;Det var längesedan.;Det var längesedan.;true;8/4/2017 10:46:8
Bei dir zu Hause?;Hemma hos dig?;På du hemma us?;false;8/4/2017 10:46:36
Komm!;Kom!;Komma!;false;8/4/2017 10:46:55
Ich pflege oft zum Nationalmuseum zu gehen.;Jag brukar ofta gå till Nationalmuseet.;Jag brukar gå på nationalmuseet.;false;8/4/2017 10:47:26
Fahr lieber nach Schonen.;Äk hellre till Skåne.;Fa hellre tå Skane.;false;8/4/2017 10:48:3
Komm!;Kom!;Kom!;true;8/4/2017 10:48:10
ihr Enkelkind;hennes barnbarn;hennes barnbarn;true;8/4/2017 10:48:17
Lust zu haben;att hat lust;att ha lust;false;8/4/2017 10:48:25
perfekt;perfekt;perfekt;true;8/4/2017 10:48:34
Bei dir zu Hause?;Hemma hos dig?;Hemma hus din?;false;8/4/2017 10:48:55
Fahr lieber nach Schonen.;Äk hellre till Skåne.;;false;8/4/2017 10:49:21
Bei dir zu Hause?;Hemma hos dig?;Hemma hos dig?;true;8/4/2017 10:49:32
Ich fahre Bus.;Jag åker buss.;Jag;false;8/4/2017 10:49:40
Bei dir zu Hause?;Hemma hos dig?;Hemma hos dig?;true;8/4/2017 10:49:49
Reist ihr durch Schweden?;Reser ni i Sverige?;Reser ni till Sverige?;false;8/4/2017 10:50:28
fünf;fem;fem;true;8/4/2017 10:50:35
Fahr lieber nach Schonen.;Äk hellre till Skåne.;Äk hellre på Skåne.;false;8/4/2017 10:50:55
Das Kino fängt um 12 Uhr Fünfzehn an;Bion börjar tolv och femton.;Bion startar klockan tolv och femton.;false;8/4/2017 10:51:32
Reist ihr durch Schweden?;Reser ni i Sverige?;Reser ni i Sverige?;true;8/4/2017 10:51:52
Fahr lieber nach Schonen.;Äk hellre till Skåne.;Äk hellre till Skåne.;true;8/4/2017 10:52:8
Ich pflege oft zum Nationalmuseum zu gehen.;Jag brukar ofta gå till Nationalmuseet.;Jag brukar ofta gå till nationalmuseet.;true;8/4/2017 10:52:30
Lust zu haben;att hat lust;att har lust;false;8/4/2017 10:52:37
Ich pflege oft zum Nationalmuseum zu gehen.;Jag brukar ofta gå till Nationalmuseet.;Jag brukar ofta gå till nationalmuseet.;true;8/4/2017 10:53:21
bis;till;till;true;8/4/2017 10:53:30
Ich fahre Zug.;Jag åker tåg.;Jag åker tåg.;true;8/4/2017 10:53:45
Das Restaurant Bra liegt am Strandvägen 3.;Restaurang Bra ligger på Strandvägen 3.;Restaurangen Bra lägger på Strandvägen 3.;false;8/4/2017 12:24:38
Das Restaurant Bra liegt am Strandvägen 3.;Restaurang Bra ligger på Strandvägen 3.;Restaurang Bra ligger på Strandvägen 3.;true;8/4/2017 12:24:57
Ich werde mit meiner Schwester am Freitag ausgehen.;Jag ska gå ut med min syster på fredag.;Jag ska gå ut men mina syster på fredag.;false;8/4/2017 12:25:46
Kann ich ein Bier bekommen?;Kan jag få en öl?;;false;8/4/2017 12:26:11
Ich werde mit meiner Schwester am Freitag ausgehen.;Jag ska gå ut med min syster på fredag.;Jag ska gå ut med min syster på fredag.;true;8/4/2017 12:26:30
falls;om;;false;8/4/2017 12:26:37
falls;om;om;true;8/4/2017 12:26:41
Ich habe ein Auto.;Jag här en bil.;Jag får en bien.;false;8/4/2017 12:27:13
Ich habe ein Auto.;Jag här en bil.;Jag här en biel.;false;8/4/2017 12:27:20
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte mykar på TV.;false;8/4/2017 12:27:46
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta into så myket på TV.;false;8/4/2017 12:28:9
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte så myket på TV.;false;8/4/2017 12:28:26
Kann ich ein Bier bekommen?;Kan jag få en öl?;Kan jag få en öl?;true;8/4/2017 12:28:42
Das Auto hier ist meines.;Den här bilen är min.;Det här bilen är min.;false;8/4/2017 12:29:19
Dort ist ein Haus.;Där är ett hus.;Det där är en huset.;false;8/4/2017 12:29:43
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta få inte mycket på TV.;false;8/4/2017 12:30:20
Ich habe ein Auto.;Jag här en bil.;Jag här en bil.;true;8/4/2017 12:30:40
Dort ist ein Haus.;Där är ett hus.;Där är ett hus.;true;8/4/2017 12:31:0
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte mycket få på TV.;false;8/4/2017 12:31:30
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta into så mycket på TV.;false;8/4/2017 12:31:46
Wollen wir gegen acht Uhr sagen?;Ska vi säga vid åttatiden?;Ska vi säga åttatiden?;false;8/4/2017 12:32:21
eine Frau;en kvinna;en fru;false;8/4/2017 12:32:31
Wollen wir gegen acht Uhr sagen?;Ska vi säga vid åttatiden?;Ska vi säga vid åttatiden?;true;8/4/2017 12:32:48
zu gehen;att gå;att gå;true;8/4/2017 12:33:0
eine Frau;en kvinna;en kvinna;true;8/4/2017 12:33:11
ein Meer;ett hav;ett hav;true;8/4/2017 12:33:24
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte så mycket på TV.;true;8/4/2017 12:33:42
Es ist elf Uhr.;Klockan är elva.;Klockan;false;8/4/2017 12:33:48
Robert wohnt am Kullabergsvägen 3.;Robert bor på Kullabergsvägen 3.;Robert bor på Kullabergsvägen 3.;true;8/4/2017 12:34:9
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte så mycket på TV.;true;8/4/2017 12:34:22
Das Auto hier ist meines.;Den här bilen är min.;Den här bilen är min.;true;8/4/2017 12:34:53
Es ist elf Uhr.;Klockan är elva.;Klockan är elva.;true;8/4/2017 12:35:4
Ich pflege TV zu sehen.;Jag brukar se på TV.;Jag brukar titta TV.;false;8/4/2017 12:35:14
zurück;tillbaka;;false;8/4/2017 12:35:24
Ich pflege TV zu sehen.;Jag brukar se på TV.;Jag brukar se på TV.;true;8/4/2017 12:35:37
Hier ist ein Foto.;Här är ett foto.;Här är ett fotot.;false;8/4/2017 12:36:0
ein Freund (freundschaftlich);en kompis;en kompis;true;8/4/2017 12:36:9
zurück;tillbaka;tillbaka;true;8/4/2017 12:36:15
Hier ist ein Foto.;Här är ett foto.;Här;false;8/4/2017 12:36:20
Hier ist ein Foto.;Här är ett foto.;Här är ett foto.;true;8/4/2017 12:36:30
Schau nicht so viel TV.;Titta inte så mycket på TV.;Titta inte så mycket på TV.;true;8/4/2017 12:36:44
sechzehn;sexton;sexton;true;8/4/2017 12:36:49
Das ist mein Auto.;Det är min bil.;Den är min bil.;false;8/4/2017 12:37:10
Das ist mein Auto.;Det är min bil.;Det är min bil.;true;8/4/2017 12:37:18
eine Kreuzung;en korsning;;false;8/4/2017 12:37:24
eine Kreuzung;en korsning;en korsing;false;8/4/2017 12:37:31
Es ist erst zehn nach zwölf.;Klockan är bara tio över tolv.;Klockan är bara tio över tolv.;true;8/4/2017 12:37:58
eine Kreuzung;en korsning;en korsning;true;8/4/2017 12:38:8
Es ist dreizehn nach elf Uhr.;Klockan är tretton över elva.;Klockan är tretton över elva.;true;8/4/2017 12:38:24
eine Kreuzung;en korsning;en korsning;true;8/4/2017 12:38:31
Es ist elf Uhr.;Klockan är elva.;Klockan är elva.;true;8/4/2017 12:38:39
Ich pflege um neunzehn Uhr zu abend zu essen.;Jag brukar äta middag klockan nitton.;Jag brukar äta middag klockan nitton.;true;8/4/2017 12:39:7
oft;ofta;;false;11/4/2017 17:19:50
oft;ofta;ofta;true;11/4/2017 17:19:55
Keine Ursache.;Ingen orsak.;;false;11/4/2017 17:20:6
